respondent_id,age_group,gender,city_tier,occupation,monthly_income_band,monthly_income_inr,wardrobe_size_band,wardrobe_size_count,wardrobe_utilisation_pct,shopping_channels,purchase_frequency,monthly_clothing_spend_inr,annual_festive_spend_inr,festive_spend_band,style_types,ethnic_categories,saree_types,colour_palette,accessories,pain_occasions,daily_decision_minutes,purchase_drivers,weather_importance_score,prior_app_usage,privacy_comfort,preferred_features,subscription_willingness,social_media_influence_score,ai_trust_score,discovery_channels,fashion_identity,wardrobe_emotion,repeat_outfit_anxiety,sustainability_stance,return_regret_rate,trust_nano_influencer,trust_celebrity,trust_friend_family,trust_ai_recommendation,trust_brand_stylist,wardrobe_gap_score,impulse_buyer_flag,spend_power_index,engagement_likelihood_score,persona_archetype,outlier_flag,q25_platform_interest,target_interested
R0035,35-44,Man,Metro,Salaried private,75001-150000,112500,20-40,30,60,In-store mall/high street,Once every 2-3 months,2761,27500,15001-40000,Western formal|Minimalist/monochrome,None,I dont own sarees,Pastels|Neutrals,Jhumkas/traditional jewellery|Heels/formal footwear|Western jewellery/minimalist,Daily office/college,2,Price/discount|Comfort and fabric quality,3,No but aware,Neutral/unsure,Daily outfit suggestions|Wardrobe gap analysis,100-249,1,4,Pinterest/mood boards,Dress for the occasion,Confident - wardrobe works,Advocate outfit repeating,Neutral - consider sometimes,Often 1 in 2,,2,4,4,4,1.2,1,34.2,44,Functional Minimalist,None,Definitely not interested,Not Interested
R0036,25-34,Woman,Tier 1,Self-employed/business,40001-75000,57500,More than 100,120,30,Amazon/Flipkart|In-store mall/high street|Myntra/Ajio/Nykaa Fashion,Seasonally,3817,27500,15001-40000,Traditional ethnic|Western formal,Kurta/kurti|Lehenga|Anarkali/palazzo,I dont own sarees,Monochrome|Earth tones|Pastels,Watch/smartwatch|Kolhapuris/juttis|Western jewellery/minimalist|Handbag/tote,Casual outings/weekend|Formal meetings/interviews|Date night/parties,19,Occasion need|Trend/social media,4,No but aware,Comfortable with privacy controls,Wardrobe gap analysis|Occasion outfit planner|Weather-based dressing,1-99,3,2,Bollywood/OTT celebrities|In-store browsing,Dress for the occasion,Overwhelmed - too many choices,Neutral - depends,Neutral - consider sometimes,Occasionally 1 in 5,2,3,3,2,4,8.4,0,25.7,38,Ethnic Traditionalist,None,Definitely not interested,Not Interested
R0037,45-54,Woman,Metro,Salaried govt/PSU,20001-40000,30000,20-40,30,75,Myntra/Ajio/Nykaa Fashion,More than once a month,757,27500,15001-40000,Western formal|Traditional ethnic,Lehenga|Kurta/kurti,I dont own sarees,Monochrome|Neutrals|Bright/vibrant,Jhumkas/traditional jewellery|Heels/formal footwear|Dupatta/stole,Casual outings/weekend|Formal meetings/interviews,10,Occasion need|Price/discount,3,No but aware,Uncomfortable,Occasion outfit planner|Daily outfit suggestions|Weather-based dressing,,1,3,In-store browsing,Dress for the occasion,Indifferent - just clothes,Very concerned - avoid it,Important - but dont always follow through,Occasionally 1 in 5,3,1,2,3,3,0.8,0,13.1,38,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R0038,18-24,Woman,Tier 1,Self-employed/business,20001-40000,30000,41-70,55,60,Subscription box|Amazon/Flipkart|Local market,Seasonally,1830,10000,5001-15000,Streetwear/athleisure,Lehenga|Saree|Salwar kameez/churidar,,Pastels|Bright/vibrant,Dupatta/stole|Heels/formal footwear|Watch/smartwatch|Handbag/tote,Formal meetings/interviews|Weddings/festive,38,Trend/social media|Occasion need,3,No but aware,Uncomfortable,Occasion outfit planner|Daily outfit suggestions|Weather-based dressing,1-99,3,4,Friends and family|Bollywood/OTT celebrities,Clothing is purely functional,Overwhelmed - too many choices,Somewhat concerned - mix it up,Neutral - consider sometimes,Often 1 in 2,3,3,4,4,3,2.2,1,12.2,71,Budget Conscious,None,Likely to try it out,Interested
R0039,55+,Woman,Tier 1,Salaried private,75001-150000,112500,Fewer than 20,12,75,Myntra/Ajio/Nykaa Fashion|Local market,Once every 2-3 months,6730,3500,2000-5000,Traditional ethnic|Minimalist/monochrome,Saree|Kurta/kurti,Handloom/weave|Printed/block print,Monochrome,Sneakers/casual shoes|Jhumkas/traditional jewellery|Heels/formal footwear,Formal meetings/interviews,38,Brand name|Occasion need,5,No but aware,Uncomfortable,Style DNA report|Weather-based dressing|Occasion outfit planner,1-99,1,3,Friends and family,Dress to signal status,Confident - wardrobe works,Neutral - depends,Very important - actively buy sustainable,Often 1 in 2,3,2,5,3,4,0.3,1,38.9,32,Ethnic Traditionalist,None,Definitely not interested,Not Interested
R0040,18-24,Woman,Tier 1,Freelancer/gig worker,,112500,More than 100,120,40,In-store mall/high street|Brand website|Instagram/social commerce,Once every 2-3 months,8216,27500,15001-40000,Minimalist/monochrome|Traditional ethnic|Maximalist/statement,Kurta/kurti,I dont own sarees,Neutrals|Printed/mixed patterns|Bright/vibrant,Sneakers/casual shoes|Cap/hair accessories,Date night/parties|Casual outings/weekend,14,Brand name|Trend/social media|Occasion need,3,Yes tried once or twice,Comfortable with privacy controls,Smart shopping|Daily outfit suggestions,250-499,4,4,Friends and family,Clothing is self-expression,Excited - love outfits,Very concerned - avoid it,Not a priority - price first,Very often - impulse habit,3,1,4,4,4,7.2,1,47.0,64,Urban Trendsetter,None,Definitely will use - I need this,Interested
R0041,45-54,Man,Metro,Freelancer/gig worker,40001-75000,57500,71-100,85,55,Myntra/Ajio/Nykaa Fashion|Instagram/social commerce|In-store mall/high street,Once every 2-3 months,4337,3500,2000-5000,Casual/everyday basics|Traditional ethnic,Lehenga,I dont own sarees,Printed/mixed patterns|Jewel tones|Bright/vibrant,Western jewellery/minimalist|Jhumkas/traditional jewellery|Sneakers/casual shoes,Formal meetings/interviews|Weddings/festive|Daily office/college,10,Trend/social media|Brand name|Price/discount,3,Yes tried once or twice,Completely comfortable,Weather-based dressing|Occasion outfit planner,1-99,2,3,YouTube fashion vlogs,I follow trends,Excited - love outfits,Neutral - depends,Very important - actively buy sustainable,Very often - impulse habit,2,3,3,3,4,3.8,1,22.3,46,Aspiring Premium,None,Unlikely - not for me,Not Interested
R0042,18-24,Woman,Tier 1,Salaried private,75001-150000,112500,Fewer than 20,9,93,Amazon/Flipkart|Instagram/social commerce,Once a month,7862,10000,5001-15000,Indo-western fusion|Western formal,Saree|Salwar kameez/churidar|Anarkali/palazzo,Silk Banarasi/Kanjeevaram|Georgette/chiffon|Cotton Tant/Chanderi,Bright/vibrant|Jewel tones|Printed/mixed patterns,Kolhapuris/juttis|Watch/smartwatch|Jhumkas/traditional jewellery|Handbag/tote,Weddings/festive|Formal meetings/interviews,0,Price/discount|Occasion need|Brand name,4,Yes tried once or twice,Will not share,Daily outfit suggestions|Occasion outfit planner|Wardrobe gap analysis,1-99,4,4,App recommendations,Dress to signal status,Excited - love outfits,Not concerned - repeat freely,Important - but dont always follow through,Often 1 in 2,2,2,4,4,4,0.1,1,42.8,72,Aspiring Premium,Extreme Minimalist,Definitely will use - I need this,Interested
R0043,35-44,Woman,Tier 1,Student,20001-40000,30000,71-100,85,50,Instagram/social commerce,Seasonally,1516,70000,40001-100000,Traditional ethnic|Streetwear/athleisure,Lehenga|Saree,Georgette/chiffon|Handloom/weave,Bright/vibrant,Dupatta/stole|Western jewellery/minimalist|Jhumkas/traditional jewellery|Handbag/tote,Weddings/festive|Daily office/college|Casual outings/weekend,29,Comfort and fabric quality|Trend/social media|Price/discount,3,Yes tried once or twice,Comfortable with privacy controls,Occasion outfit planner|Style DNA report,0 free only,2,3,Bollywood/OTT celebrities|Instagram Reels/posts,I follow trends,Excited - love outfits,Advocate outfit repeating,Not a priority - price first,Very often - impulse habit,4,3,3,3,4,4.2,1,23.0,53,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R0044,35-44,Prefer not to say,Tier 1,Self-employed/business,75001-150000,112500,41-70,55,50,In-store mall/high street|Instagram/social commerce|Myntra/Ajio/Nykaa Fashion,More than once a month,6687,70000,40001-100000,Traditional ethnic|Indo-western fusion,Lehenga|Kurta/kurti,I dont own sarees,Neutrals|Printed/mixed patterns|Monochrome,Western jewellery/minimalist|Sneakers/casual shoes,Casual outings/weekend|Formal meetings/interviews,0,Comfort and fabric quality|Trend/social media,4,No but aware,Will not share,Travel packing assistant|Occasion outfit planner|Daily outfit suggestions,1-99,2,1,Friends and family,Clothing is purely functional,Frustrated - lots but stuck,Neutral - depends,Not a priority - price first,Sometimes 1 in 3,3,3,3,1,2,2.8,0,51.6,32,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R0045,35-44,Woman,Tier 1,Self-employed/business,40001-75000,57500,20-40,30,80,Amazon/Flipkart|In-store mall/high street,Once every 2-3 months,3137,10000,5001-15000,Minimalist/monochrome|Casual/everyday basics,Kurta/kurti|None|Saree,Printed/block print|Cotton Tant/Chanderi,Jewel tones,Jhumkas/traditional jewellery|Handbag/tote|Sneakers/casual shoes,Travel/vacation|Formal meetings/interviews,13,Friend/family recommendation|Occasion need|Price/discount,3,No but aware,Completely comfortable,Occasion outfit planner|Wardrobe gap analysis|Daily outfit suggestions,250-499,1,3,Pinterest/mood boards,Dress for the occasion,Excited - love outfits,Not concerned - repeat freely,Important - but dont always follow through,Almost never - buy intentionally,4,3,4,3,3,0.6,0,20.7,55,Functional Minimalist,None,Unlikely - not for me,Not Interested
R0046,35-44,Woman,Tier 1,Freelancer/gig worker,75001-150000,112500,71-100,85,35,In-store mall/high street,Once every 2-3 months,4160,27500,15001-40000,Traditional ethnic|Streetwear/athleisure|Maximalist/statement,None|Kurta/kurti,I dont own sarees,Bright/vibrant,Handbag/tote|Watch/smartwatch|Western jewellery/minimalist,Formal meetings/interviews|Weddings/festive|Casual outings/weekend,8,Trend/social media|Brand name|Occasion need,3,No but aware,Comfortable with privacy controls,Occasion outfit planner|Smart shopping,1-99,2,4,In-store browsing|YouTube fashion vlogs,Clothing is purely functional,Confident - wardrobe works,Somewhat concerned - mix it up,Important - but dont always follow through,Almost never - buy intentionally,1,2,2,4,3,5.5,0,37.5,45,Aspiring Premium,None,Definitely not interested,Not Interested
R0047,25-34,Woman,Metro,Salaried private,75001-150000,112500,20-40,30,80,Myntra/Ajio/Nykaa Fashion|Brand website,Once every 2-3 months,7460,10000,5001-15000,Casual/everyday basics|Streetwear/athleisure|Western formal,Kurta/kurti|Sherwani/bandgala|Anarkali/palazzo,I dont own sarees,Earth tones,Cap/hair accessories|Sneakers/casual shoes,Weddings/festive|Formal meetings/interviews,19,Price/discount|Friend/family recommendation,3,No not aware,Neutral/unsure,Wardrobe gap analysis|Weather-based dressing,1-99,2,4,Instagram Reels/posts|Friends and family,Dress for the occasion,Excited - love outfits,Advocate outfit repeating,Important - but dont always follow through,Occasionally 1 in 5,2,3,3,4,2,0.6,0,41.8,50,Functional Minimalist,None,Unlikely - not for me,Not Interested
R0048,25-34,Man,Metro,Salaried private,Below 20000,12000,71-100,85,40,Brand website|Myntra/Ajio/Nykaa Fashion,Once every 2-3 months,881,27500,15001-40000,Boho/eclectic,Kurta/kurti|Salwar kameez/churidar,I dont own sarees,Bright/vibrant|Neutrals,Kolhapuris/juttis|Sneakers/casual shoes,Date night/parties|Weddings/festive|Casual outings/weekend,25,Trend/social media|Friend/family recommendation,2,No but aware,Comfortable with privacy controls,Style DNA report|Occasion outfit planner|Smart shopping,0 free only,4,3,YouTube fashion vlogs,Dress for the occasion,Excited - love outfits,Somewhat concerned - mix it up,Not a priority - price first,Sometimes 1 in 3,3,2,3,3,4,5.1,0,9.7,53,Aspiring Premium,None,"Might use, depends on features",Interested
R0049,18-24,Man,Tier 3,Freelancer/gig worker,Above 150000,200000,20-40,30,60,In-store mall/high street,More than once a month,14393,70000,40001-100000,Indo-western fusion|Boho/eclectic,Saree,Cotton Tant/Chanderi|Georgette/chiffon,Jewel tones,Sneakers/casual shoes|Western jewellery/minimalist|Cap/hair accessories|Heels/formal footwear,Formal meetings/interviews|Daily office/college|Casual outings/weekend,8,Brand name|Price/discount|Comfort and fabric quality,3,No but aware,Completely comfortable,Style DNA report|Daily outfit suggestions|Occasion outfit planner,1000+,4,3,Friends and family,Clothing is self-expression,Frustrated - lots but stuck,Neutral - depends,Important - but dont always follow through,Almost never - buy intentionally,3,1,3,3,4,1.2,0,87.0,67,Aspiring Premium,None,"Might use, depends on features",Interested
R0050,18-24,Man,Tier 2,Freelancer/gig worker,40001-75000,57500,71-100,85,30,Amazon/Flipkart|Instagram/social commerce|In-store mall/high street,Once every 2-3 months,2471,10000,5001-15000,Casual/everyday basics|Western formal|Indo-western fusion,Kurta/kurti|Lehenga|Saree,Printed/block print,Jewel tones|Printed/mixed patterns|Pastels,Watch/smartwatch|Jhumkas/traditional jewellery,Date night/parties,17,Brand name|Occasion need|Sustainability/ethical brand,4,Yes tried once or twice,Completely comfortable,Daily outfit suggestions|Occasion outfit planner,100-249,4,3,Bollywood/OTT celebrities|Friends and family,Dress for the occasion,Guilty - know I overbuy,Very concerned - avoid it,Very important - actively buy sustainable,Occasionally 1 in 5,5,3,4,3,4,5.9,0,19.2,41,Aspiring Premium,None,Unlikely - not for me,Not Interested
R0051,35-44,Man,Tier 2,Homemaker,75001-150000,112500,41-70,55,60,In-store mall/high street|Instagram/social commerce|Myntra/Ajio/Nykaa Fashion,Rarely,9134,70000,40001-100000,Casual/everyday basics,Salwar kameez/churidar,I dont own sarees,Bright/vibrant|Neutrals,Dupatta/stole|Sneakers/casual shoes,Formal meetings/interviews,3,Brand name|Friend/family recommendation,5,Yes tried once or twice,Neutral/unsure,Wardrobe gap analysis|Daily outfit suggestions|Weather-based dressing,500-999,2,2,Friends and family|YouTube fashion vlogs,Dress for the occasion,Excited - love outfits,Very concerned - avoid it,Neutral - consider sometimes,Sometimes 1 in 3,,3,3,2,2,2.2,0,57.3,61,Urban Trendsetter,None,Definitely will use - I need this,Interested
R0052,25-34,Woman,Tier 1,Self-employed/business,,57500,71-100,85,55,Myntra/Ajio/Nykaa Fashion,Rarely,3297,10000,5001-15000,Casual/everyday basics|Maximalist/statement|Indo-western fusion,Lehenga|Kurta/kurti,I dont own sarees,Bright/vibrant,Kolhapuris/juttis|Heels/formal footwear,Casual outings/weekend,16,Brand name|Colour/pattern appeal|Trend/social media,4,Yes regularly,Comfortable with privacy controls,Smart shopping|Weather-based dressing|Style DNA report,1-99,5,2,Pinterest/mood boards,Clothing is self-expression,Guilty - know I overbuy,Very concerned - avoid it,Very important - actively buy sustainable,Sometimes 1 in 3,3,2,4,2,2,3.8,0,21.1,47,Urban Trendsetter,None,Unlikely - not for me,Not Interested
R0053,25-34,Woman,Rural,Salaried govt/PSU,,57500,20-40,30,70,Myntra/Ajio/Nykaa Fashion|Amazon/Flipkart,Once every 2-3 months,3836,3500,2000-5000,Casual/everyday basics|Traditional ethnic|Maximalist/statement,Saree,Cotton Tant/Chanderi|Designer/embroidered|Silk Banarasi/Kanjeevaram,Bright/vibrant|Printed/mixed patterns|Neutrals,Sneakers/casual shoes|Handbag/tote,Travel/vacation|Daily office/college|Casual outings/weekend,26,Trend/social media|Comfort and fabric quality,3,No not aware,Completely comfortable,Smart shopping|Daily outfit suggestions,1-99,4,3,YouTube fashion vlogs|Friends and family,Clothing is purely functional,Frustrated - lots but stuck,Neutral - depends,Never thought about this,Sometimes 1 in 3,3,2,5,3,2,0.9,0,21.1,52,Budget Conscious,None,Unlikely - not for me,Not Interested
R0054,18-24,Woman,Metro,Salaried private,75001-150000,112500,71-100,85,45,Myntra/Ajio/Nykaa Fashion,Once a month,6375,130000,Above 100000,Indo-western fusion|Streetwear/athleisure|Western formal,Salwar kameez/churidar|Saree,Handloom/weave|Designer/embroidered|Printed/block print,Bright/vibrant,Western jewellery/minimalist|Handbag/tote|Jhumkas/traditional jewellery|Watch/smartwatch,Weddings/festive,22,Trend/social media|Brand name|Occasion need,4,Yes regularly,Neutral/unsure,Weather-based dressing|Style DNA report|Daily outfit suggestions,100-249,5,4,Pinterest/mood boards|YouTube fashion vlogs,Dress for the occasion,Excited - love outfits,Neutral - depends,Neutral - consider sometimes,Very often - impulse habit,,3,4,4,3,4.7,1,62.4,66,Urban Trendsetter,None,Likely to try it out,Interested
R0055,25-34,Man,Tier 2,Salaried private,75001-150000,112500,71-100,85,40,Amazon/Flipkart|Myntra/Ajio/Nykaa Fashion|Local market,Once a month,6805,10000,5001-15000,Casual/everyday basics|Boho/eclectic|Indo-western fusion,Saree|Sherwani/bandgala|Kurta/kurti,Printed/block print|Cotton Tant/Chanderi,Monochrome|Neutrals|Pastels,Cap/hair accessories|Watch/smartwatch|Handbag/tote|Kolhapuris/juttis,Weddings/festive|Formal meetings/interviews,21,Trend/social media|Friend/family recommendation|Occasion need,2,Yes tried once or twice,Comfortable with privacy controls,Daily outfit suggestions|Smart shopping,500-999,5,4,Instagram Reels/posts,Clothing is self-expression,Excited - love outfits,Not concerned - repeat freely,Very important - actively buy sustainable,Occasionally 1 in 5,2,2,4,4,3,5.1,0,40.3,64,Urban Trendsetter,None,"Might use, depends on features",Interested
R0056,25-34,Woman,Metro,Freelancer/gig worker,40001-75000,57500,71-100,85,50,Amazon/Flipkart|Brand website,Once every 2-3 months,3893,27500,15001-40000,Streetwear/athleisure|Casual/everyday basics,Salwar kameez/churidar,I dont own sarees,Earth tones,Handbag/tote|Sneakers/casual shoes|Jhumkas/traditional jewellery|Watch/smartwatch,Casual outings/weekend|Daily office/college,27,Price/discount|Brand name,5,No not aware,Comfortable with privacy controls,Style DNA report|Daily outfit suggestions|Occasion outfit planner,250-499,5,4,Instagram Reels/posts,Clothing is self-expression,Frustrated - lots but stuck,Very concerned - avoid it,Important - but dont always follow through,Sometimes 1 in 3,3,3,4,4,3,4.2,0,25.9,78,Aspiring Premium,None,"Might use, depends on features",Interested
